oid,url
2.16.840.1.113883.6.241,http://terminology.hl7.org/CodeSystem/SCDHEC-GISSpatialAccuracyTiers
2.16.840.1.113883.21.160,http://terminology.hl7.org/ValueSet/v2-0253
2.16.840.1.113883.1.11.19812,http://terminology.hl7.org/ValueSet/v3-MilitaryRoleType
2.16.840.1.113883.5.143,http://terminology.hl7.org/CodeSystem/v3-URLScheme
2.16.840.1.113883.21.204,http://terminology.hl7.org/ValueSet/v2-0316
2.16.840.1.113883.1.11.19452,http://terminology.hl7.org/ValueSet/v3-DedicatedNonClinicalLocationRoleType
2.16.840.1.113883.1.11.15278,http://terminology.hl7.org/ValueSet/v3-RaceAmericanIndianPueblo
2.16.840.1.113883.1.11.14526,http://terminology.hl7.org/ValueSet/v3-ExtendedReleaseTablet
2.16.840.1.113883.6.73,http://www.whocc.no/atc
2.16.840.1.113883.18.124,http://terminology.hl7.org/CodeSystem/v2-0223
2.16.840.1.113883.4.642.1.1284,http://terminology.hl7.org/CodeSystem/codesystem-altcode-kind
2.16.840.1.113883.4.642.1.1143,http://terminology.hl7.org/CodeSystem/service-provision-conditions
2.16.840.1.113883.18.240,http://terminology.hl7.org/CodeSystem/v2-0389
2.16.840.1.113883.4.642.3.291,http://terminology.hl7.org/ValueSet/immunization-program-eligibility
2.16.840.1.113883.1.11.20068,http://terminology.hl7.org/ValueSet/v3-ParticipationCausativeAgent
2.16.840.1.113883.21.295,http://terminology.hl7.org/ValueSet/v2-0438
2.16.840.1.113883.1.11.19775,http://terminology.hl7.org/ValueSet/v3-DuplicateTherapyAlert
2.16.840.1.113883.18.224,http://terminology.hl7.org/CodeSystem/v2-0366
2.16.840.1.113883.1.11.19792,http://terminology.hl7.org/ValueSet/v3-ActCredentialedCareProvisionProgramCode
2.16.840.1.113883.1.11.20218,http://terminology.hl7.org/ValueSet/v3-ActClassExpressionLevel
2.16.840.1.113883.4.3.53,urn:oid:2.16.840.1.113883.4.3.53
2.16.840.1.113883.4.330.268,http://hl7.org/fhir/sid/passport-GEO
2.16.840.1.113883.1.11.15257,http://terminology.hl7.org/ValueSet/v3-RaceAmericanIndianPomo
2.16.840.1.113883.21.121,http://terminology.hl7.org/ValueSet/v2-0204
2.16.840.1.113883.1.11.19831,http://terminology.hl7.org/ValueSet/v3-PowerOfAttorney
2.16.840.1.113883.1.11.19768,http://terminology.hl7.org/ValueSet/v3-SCDHEC-GISSpatialAccuracyTiers
2.16.840.1.113883.1.11.20376,http://terminology.hl7.org/ValueSet/v3-ActRelationshipEndsBeforeStartOf
2.16.840.1.113883.1.11.10596,http://terminology.hl7.org/ValueSet/v3-HospitalUnitPracticeSetting
2.16.840.1.113883.4.330.882,http://hl7.org/fhir/sid/passport-WSM
2.16.840.1.113883.1.11.10298,http://terminology.hl7.org/ValueSet/v3-ParticipationTargetDevice
2.16.840.1.113883.6.139,http://hl7.org/fhir/sid/icpc-2
2.16.840.1.113883.5.10,http://terminology.hl7.org/CodeSystem/v3-ActRelationshipCheckpoint
2.16.840.1.113883.4.642.1.1421,http://terminology.hl7.org/CodeSystem/guide-parameter-code
2.16.840.1.113883.1.11.18331,http://terminology.hl7.org/ValueSet/v3-Tiwa
2.16.840.1.113883.5.51,http://terminology.hl7.org/CodeSystem/v3-GenderStatus
2.16.840.1.113883.1.11.17968,http://terminology.hl7.org/ValueSet/v3-ActAdjudicationGroupCode
2.16.840.1.113883.4.642.1.1093,http://terminology.hl7.org/CodeSystem/discharge-disposition
2.16.840.1.113883.6.230.3,http://terminology.hl7.org/CodeSystem/whoPOR
2.16.840.1.113883.4.330.584,http://hl7.org/fhir/sid/passport-MHL
2.16.840.1.113883.1.11.20448,http://terminology.hl7.org/ValueSet/v3-PurposeOfUse
2.16.840.1.113883.1.11.20071,http://terminology.hl7.org/ValueSet/v3-ParticipationCoverageTarget
2.16.840.1.113883.18.134,http://terminology.hl7.org/CodeSystem/v2-0235
2.16.840.1.113883.18.228,http://terminology.hl7.org/CodeSystem/v2-0370
2.16.840.1.113883.6.281,http://www.genenames.org
2.16.840.1.113883.21.39,http://terminology.hl7.org/ValueSet/v2-0091
2.16.840.1.113883.4.330.40,http://hl7.org/fhir/sid/passport-AUT
2.16.840.1.113883.4.642.3.833,http://terminology.hl7.org/ValueSet/adverse-event-category
2.16.840.1.113883.1.11.14965,http://terminology.hl7.org/ValueSet/v3-RaceCanadianLatinIndian
2.16.840.1.113883.1.11.20521,http://terminology.hl7.org/ValueSet/v3-ActRelationshipEndsAfterOrConcurrentWithEndOf
2.16.840.1.113883.18.255,http://terminology.hl7.org/CodeSystem/v2-0409
2.16.840.1.113883.1.11.16226,http://terminology.hl7.org/ValueSet/v3-ObservationType
2.16.840.1.113883.21.396,http://terminology.hl7.org/ValueSet/v2-0642
2.16.840.1.113883.21.233,http://terminology.hl7.org/ValueSet/v2-0357
2.16.840.1.113883.4.330.740,http://hl7.org/fhir/sid/passport-SUR
2.16.840.1.113883.4.330.56,http://hl7.org/fhir/sid/passport-BEL
2.16.840.1.113883.1.11.18458,http://terminology.hl7.org/ValueSet/v3-Utian
2.16.840.1.113883.1.11.20127,http://terminology.hl7.org/ValueSet/v3-RoleClassPlaceOfDeath
2.16.840.1.113883.4.642.1.1245,http://terminology.hl7.org/CodeSystem/plan-definition-type
1.3.88,http://www.gs1.org/gln
2.16.840.1.113883.1.11.17214,http://terminology.hl7.org/ValueSet/v3-IntrauterineRoute
2.16.840.1.113883.5.42,http://terminology.hl7.org/CodeSystem/v3-EntityHandling
2.16.840.1.113883.1.11.19776,http://terminology.hl7.org/ValueSet/v3-DosageProblem
2.16.840.1.113883.4.642.1.1068,http://terminology.hl7.org/CodeSystem/usage-context-type
2.16.840.1.113883.1.11.20045,http://terminology.hl7.org/ValueSet/v3-EntityClassImagingModality
2.16.840.1.113883.1.11.16899,http://terminology.hl7.org/ValueSet/v3-ActUncertainty
2.16.840.1.113883.18.157,http://terminology.hl7.org/CodeSystem/v2-0262
2.16.840.1.113883.1.11.20374,http://terminology.hl7.org/ValueSet/v3-ActRelationshipStartsBeforeStartOf
2.16.840.1.113883.1.11.19968,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasCharge
2.16.840.1.113883.21.109,http://terminology.hl7.org/ValueSet/v2-0183
2.16.840.1.113883.4.642.3.568,http://terminology.hl7.org/ValueSet/related-claim-relationship
2.16.840.1.113883.6.163.1,http://terminology.hl7.org/CodeSystem/MDRAE
2.16.840.1.113883.1.11.20502,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasPart
2.16.840.1.113883.21.336,http://terminology.hl7.org/ValueSet/v2-0496
2.16.840.1.113883.4.642.3.0,http://terminology.hl7.org/ValueSet/state-change-reason
2.16.840.1.113883.1.11.19787,http://terminology.hl7.org/ValueSet/v3-SupplyOrderAbortReasonCode
2.16.840.1.113883.6.50,http://terminology.hl7.org/CodeSystem/POS
2.16.840.1.113883.1.11.13792,http://terminology.hl7.org/ValueSet/v3-ChronicCareFacility
2.16.840.1.113883.4.330.530,http://hl7.org/fhir/sid/passport-ANT
2.16.840.1.113883.1.11.20396,http://terminology.hl7.org/ValueSet/v3-ParticipationCatalyst
2.16.840.1.113883.4.642.3.714,http://terminology.hl7.org/ValueSet/testscript-profile-destination-types
2.16.840.1.113883.6.140.1,http://terminology.hl7.org/CodeSystem/icpc2E-P-AE
2.16.840.1.113883.1.11.14473,http://terminology.hl7.org/ValueSet/v3-VaginalCream
2.16.840.1.113883.21.390,http://terminology.hl7.org/ValueSet/v2-0615
2.16.840.1.113883.1.11.17487,http://terminology.hl7.org/ValueSet/v3-ActCoverageConfirmationCode
2.16.840.1.113883.4.642.1.1258,http://terminology.hl7.org/CodeSystem/container-cap
2.16.840.1.113883.6.3,http://hl7.org/fhir/sid/icd-10
2.16.840.1.113883.6.230.1,http://terminology.hl7.org/CodeSystem/whoFRE
2.16.840.1.113883.4.330.516,http://hl7.org/fhir/sid/passport-NAM
2.16.840.1.113883.1.11.20112,http://terminology.hl7.org/ValueSet/v3-RoleClassAffiliate
2.16.840.1.113883.6.243,http://terminology.hl7.org/CodeSystem/soc
2.16.840.1.113883.1.11.20561,http://terminology.hl7.org/ValueSet/v3-WorkScheduleODH
2.16.840.1.113883.1.11.20495,http://terminology.hl7.org/ValueSet/v3-ActRelationshipContainsStartOfEndsBeforeEndOf
2.16.840.1.113883.1.11.14442,http://terminology.hl7.org/ValueSet/v3-GelDrugForm
2.16.840.1.113883.4.642.3.712,http://terminology.hl7.org/ValueSet/testscript-profile-origin-types
2.16.840.1.113883.21.251,http://terminology.hl7.org/ValueSet/v2-0377
2.16.840.1.113883.1.11.20055,http://terminology.hl7.org/ValueSet/v3-EntityStatusInactive
2.16.840.1.113883.4.330.376,http://hl7.org/fhir/sid/passport-ISR
2.16.840.1.113883.4.642.1.1272,http://terminology.hl7.org/CodeSystem/question-max-occurs
2.16.840.1.113883.21.425,http://terminology.hl7.org/ValueSet/v2-notAllCodes-0834
2.16.840.1.113883.1.11.17930,http://terminology.hl7.org/ValueSet/v3-NaturalChild
2.16.840.1.113883.1.11.16930,http://terminology.hl7.org/ValueSet/v3-xRoleClassCredentialedEntity
2.16.840.1.113883.18.270,http://terminology.hl7.org/CodeSystem/v2-0429
2.16.840.1.113883.1.11.10365,http://terminology.hl7.org/ValueSet/v3-RelationshipConjunction
2.16.840.1.113883.4.642.3.1018,http://terminology.hl7.org/ValueSet/smart-capabilities
2.16.840.1.113883.6.163.5,http://terminology.hl7.org/CodeSystem/MDRPOR
2.16.840.1.113883.4.642.1.1052,http://terminology.hl7.org/CodeSystem/forms-codes
2.16.840.1.113883.4.330.348,http://hl7.org/fhir/sid/passport-HUN
2.16.840.1.113883.6.177,https://www.nlm.nih.gov/mesh
2.16.840.1.113883.1.11.20023,http://terminology.hl7.org/ValueSet/v3-ActStatusActive
2.16.840.1.113883.21.144,http://terminology.hl7.org/ValueSet/v2-0232
2.16.840.1.113883.6.142.1,http://terminology.hl7.org/CodeSystem/icpc2-icd10-DUT
2.16.840.1.113883.21.265,http://terminology.hl7.org/ValueSet/v2-0398
2.16.840.1.113883.1.11.19841,http://terminology.hl7.org/ValueSet/v3-ActTaskRiskAssessmentInstrumentCode
2.16.840.1.113883.6.14,http://terminology.hl7.org/CodeSystem/HCPCS-all-codes
2.16.840.1.113883.6.301.7,http://terminology.hl7.org/CodeSystem/v2-0350
2.16.840.1.113883.5.28,http://terminology.hl7.org/CodeSystem/v3-Country
2.16.840.1.113883.1.11.20148,http://terminology.hl7.org/ValueSet/v3-RoleClassNextOfKin
2.16.840.1.113883.21.424,http://terminology.hl7.org/ValueSet/v2-0818
2.16.840.1.113883.1.11.16680,http://terminology.hl7.org/ValueSet/v3-DosageProblemDetectedIssueCode
2.16.840.1.113883.5.139,http://terminology.hl7.org/CodeSystem/v3-TimingEvent
2.16.840.1.113883.5.67,http://terminology.hl7.org/CodeSystem/v3-MapRelationship
2.16.840.1.113883.1.11.19397,http://terminology.hl7.org/ValueSet/v3-ActInvoiceElementCode
2.16.840.1.113883.6.72,http://terminology.hl7.org/CodeSystem/W4
2.16.840.1.113883.1.11.19862,http://terminology.hl7.org/ValueSet/v3-PublicHealthcareProgram
2.16.840.1.113883.18.119,http://terminology.hl7.org/CodeSystem/v2-0215
2.16.840.1.113883.18.315,http://terminology.hl7.org/CodeSystem/v2-0491
2.16.840.1.113883.1.11.14602,http://terminology.hl7.org/ValueSet/v3-Infusion
2.16.840.1.113883.1.11.18120,http://terminology.hl7.org/ValueSet/v3-PartialCompletionScale
2.16.840.1.113883.4.3.30,urn:oid:2.16.840.1.113883.4.3.30
2.16.840.1.113883.18.409,http://terminology.hl7.org/CodeSystem/v2-0868
2.16.840.1.113883.6.81,http://terminology.hl7.org/CodeSystem/CLP
2.16.840.1.113883.6.26,http://terminology.hl7.org/CodeSystem/medcin
2.16.840.1.113883.4.642.1.1186,http://terminology.hl7.org/CodeSystem/payment-type
2.16.840.1.113883.1.11.19810,http://terminology.hl7.org/ValueSet/v3-ClaimantCoveredPartyRoleType
2.16.840.1.113883.21.171,http://terminology.hl7.org/ValueSet/v2-0265
2.16.840.1.113883.6.3,http://terminology.hl7.org/CodeSystem/icd10
2.16.840.1.113883.1.11.15913,http://terminology.hl7.org/ValueSet/v3-EntityNameUse
2.16.840.1.113883.1.11.16201,http://terminology.hl7.org/ValueSet/v3-LineAccessMedicalDevice
2.16.840.1.113883.1.11.20308,http://terminology.hl7.org/ValueSet/v3-ActClassRecordOrganizer
2.16.840.1.113883.1.11.14568,http://terminology.hl7.org/ValueSet/v3-GasDrugForm
2.16.840.1.113883.1.11.20535,http://terminology.hl7.org/ValueSet/v3-SecurityTrustFrameworkObservationType
2.16.840.1.113883.1.11.10329,http://terminology.hl7.org/ValueSet/v3-ActRelationshipPertains
2.16.840.1.113883.6.163.1,http://terminology.hl7.org/CodeSystem/MDRAE
2.16.840.1.113883.1.11.20514,http://terminology.hl7.org/ValueSet/v3-ActRelationshipStartsBeforeOrConcurrentWithStartOf
2.16.840.1.113883.1.11.16764,http://terminology.hl7.org/ValueSet/v3-xEncounterPerformerParticipation
2.16.840.1.113883.4.642.1.1133,http://terminology.hl7.org/CodeSystem/risk-probability
2.16.840.1.113883.1.11.19355,http://terminology.hl7.org/ValueSet/v3-ActIneligibilityReason
2.16.840.1.113883.1.11.19984,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasGeneralization
2.16.840.1.113883.1.11.14866,http://terminology.hl7.org/ValueSet/v3-URLScheme
2.16.840.1.113883.18.398,http://terminology.hl7.org/CodeSystem/v2-0757
2.16.840.1.113883.1.11.20359,http://terminology.hl7.org/ValueSet/v3-ActHomeHealthEncounterCode
2.16.840.1.113883.4.642.3.1236,http://terminology.hl7.org/ValueSet/measure-improvement-notation
2.16.840.1.113883.1.11.14040,http://terminology.hl7.org/ValueSet/v3-ActSpecimenTreatmentCode
2.16.840.1.113883.18.141,http://terminology.hl7.org/CodeSystem/v2-0242
2.16.840.1.113883.6.177,https://www.nlm.nih.gov/mesh
2.16.840.1.113883.5.157,http://terminology.hl7.org/CodeSystem/v3-SoftwareNameExample
2.16.840.1.113883.6.163.3,http://terminology.hl7.org/CodeSystem/MDRFRE
2.16.840.1.113883.1.11.20158,http://terminology.hl7.org/ValueSet/v3-RoleClassPhysician
2.16.840.1.113883.21.12,http://terminology.hl7.org/ValueSet/v2-0009
2.16.840.1.113883.4.330.104,http://hl7.org/fhir/sid/passport-MMR
2.16.840.1.113883.1.11.19911,http://terminology.hl7.org/ValueSet/v3-QueryRequestLimit
2.16.840.1.113883.6.138.4,http://terminology.hl7.org/CodeSystem/icpc-FIN
2.16.840.1.113883.21.218,http://terminology.hl7.org/ValueSet/v2-0336
2.16.840.1.113883.1.11.20285,http://terminology.hl7.org/ValueSet/v3-xActMoodCompletionCriterion
2.16.840.1.113883.4.330.528,http://hl7.org/fhir/sid/passport-NLD
2.16.840.1.113883.18.311,http://terminology.hl7.org/CodeSystem/v2-0487
2.16.840.1.113883.6.73,http://www.whocc.no/atc
2.16.840.1.113883.1.11.20199,http://terminology.hl7.org/ValueSet/v3-ActClassDetectedIssue
2.16.840.1.113883.1.11.17264,http://terminology.hl7.org/ValueSet/v3-OphthalmicRoute
2.16.840.1.113883.18.18,http://terminology.hl7.org/CodeSystem/v2-0038
2.16.840.1.113883.1.11.16686,http://terminology.hl7.org/ValueSet/v3-DoseDurationHighDetectedIssueCode
2.16.840.1.113883.18.297,http://terminology.hl7.org/CodeSystem/v2-0468
2.16.840.1.113883.6.43.1,http://terminology.hl7.org/CodeSystem/icd-o-3
2.16.840.1.113883.21.179,http://terminology.hl7.org/ValueSet/v2-0273
2.16.840.1.113883.1.11.19958,http://terminology.hl7.org/ValueSet/v3-ActRelationshipJoinExclusiveWait
2.16.840.1.113883.1.11.20518,http://terminology.hl7.org/ValueSet/v3-ActRelationshipEndsBeforeOrConcurrentWithStartOf
2.16.840.1.113883.5.91,http://terminology.hl7.org/CodeSystem/v3-PaymentTerms
2.16.840.1.113883.18.189,http://terminology.hl7.org/CodeSystem/v2-0311
2.16.840.1.113883.5.22,http://terminology.hl7.org/CodeSystem/v3-CodeSystem
2.16.840.1.113883.4.642.3.226,http://terminology.hl7.org/ValueSet/copy-number-event
2.16.840.1.113883.4.642.1.1091,http://terminology.hl7.org/CodeSystem/diet
2.16.840.1.113883.4.330.470,http://hl7.org/fhir/sid/passport-MLT
1.0.3166.1.2.1,http://terminology.hl7.org/CodeSystem/iso3166-1edition2numeric
2.16.840.1.113883.4.330.706,http://hl7.org/fhir/sid/passport-SOM
2.16.840.1.113883.4.642.1.1092,http://terminology.hl7.org/CodeSystem/admit-source
2.16.840.1.113883.1.11.20312,http://terminology.hl7.org/ValueSet/v3-TelecommunicationCapabilities
2.16.840.1.113883.18.149,http://terminology.hl7.org/CodeSystem/v2-0254
2.16.840.1.113883.5.39,http://terminology.hl7.org/CodeSystem/v3-EncounterReferralSource
2.16.840.1.113883.1.11.18413,http://terminology.hl7.org/ValueSet/v3-Penutian
2.16.840.1.113883.18.32,http://terminology.hl7.org/CodeSystem/v2-0080
2.16.840.1.113883.1.11.19358,http://terminology.hl7.org/ValueSet/v3-AcknowledgementDetailType
2.16.840.1.113883.4.330.558,http://hl7.org/fhir/sid/passport-NIC
2.16.840.1.114222.4.5.327,http://terminology.hl7.org/CodeSystem/PHOccupationalDataForHealthODH
2.16.840.1.113883.21.409,http://terminology.hl7.org/ValueSet/v2-0731
2.16.840.1.113883.5.1105,http://hl7.org/fhir/NamingSystem/ca-hc-din
2.16.840.1.113883.1.11.18386,http://terminology.hl7.org/ValueSet/v3-PacificCoastAthapaskan
2.16.840.1.113883.21.137,http://terminology.hl7.org/ValueSet/v2-0224
2.16.840.1.113883.5.111,http://terminology.hl7.org/CodeSystem/v3-RoleCode
2.16.840.1.113883.1.11.17021,http://terminology.hl7.org/ValueSet/v3-RouteBySite
2.16.840.1.113883.4.642.3.963,http://terminology.hl7.org/ValueSet/condition-state
2.16.840.1.113883.4.642.1.1142,http://terminology.hl7.org/CodeSystem/service-referral-method
2.16.840.1.113883.6.284,http://www.ncbi.nlm.nih.gov/projects/SNP
2.16.840.1.113883.4.642.1.1097,http://terminology.hl7.org/CodeSystem/goal-category
2.16.840.1.113883.1.11.15356,http://terminology.hl7.org/ValueSet/v3-RaceAmericanIndianShoshone
2.16.840.1.113883.1.11.19451,http://terminology.hl7.org/ValueSet/v3-IncidentalServiceDeliveryLocationRoleType
2.16.840.1.113883.1.11.20520,http://terminology.hl7.org/ValueSet/v3-ActRelationshipEndsBeforeOrConcurrentWithEndOf
2.16.840.1.113883.18.108,http://terminology.hl7.org/CodeSystem/v2-0203
2.16.840.1.113883.1.11.19667,http://terminology.hl7.org/ValueSet/v3-xAdministeredSubstance
2.16.840.1.113883.18.381,http://terminology.hl7.org/CodeSystem/v2-0653
2.16.840.1.113883.6.277,https://www.cdc.gov/nhsn/cdaportal/terminology/codesystem/cdcnhsn.html
2.16.840.1.113883.21.23,http://terminology.hl7.org/ValueSet/v2-0048
2.16.840.1.113883.4.642.3.614,http://terminology.hl7.org/ValueSet/resource-type-link
2.16.840.1.113883.21.277,http://terminology.hl7.org/ValueSet/v2-0418
2.16.840.1.113883.1.11.20487,http://terminology.hl7.org/ValueSet/v3-SecurityIntegrityProvenanceReportedByObservationValue
2.16.840.1.113883.5.1096,http://terminology.hl7.org/CodeSystem/v3-QueryParameterValue
2.16.840.1.113883.1.11.16005,http://terminology.hl7.org/ValueSet/v3-EntityStatus
2.16.840.1.113883.4.642.1.0,http://terminology.hl7.org/CodeSystem/medicationrequest-admin-location
2.16.840.1.113883.1.11.15863,http://terminology.hl7.org/ValueSet/v3-EthnicityHispanicSouthAmerican
2.16.840.1.113883.18.423,http://terminology.hl7.org/CodeSystem/v2-0917
2.16.840.1.113883.1.11.14835,http://terminology.hl7.org/ValueSet/v3-AudioMediaType
2.16.840.1.113883.4.642.3.0,http://terminology.hl7.org/ValueSet/consent-verification
2.16.840.1.113883.3.26.1.1,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl
2.16.840.1.113883.18.284,http://terminology.hl7.org/CodeSystem/v2-0444
2.16.840.1.113883.4.642.3.582,http://terminology.hl7.org/ValueSet/claim-informationcategory
2.16.840.1.113883.1.11.20033,http://terminology.hl7.org/ValueSet/v3-ContextControlOverridingNon-propagating
2.16.840.1.113883.1.11.20144,http://terminology.hl7.org/ValueSet/v3-RoleClassIsolate
2.16.840.1.113883.18.325,http://terminology.hl7.org/CodeSystem/v2-0501
2.16.840.1.113883.1.11.19600,http://terminology.hl7.org/ValueSet/v3-xEncounterParticipant
2.16.840.1.113883.1.11.171,http://terminology.hl7.org/ValueSet/v3-Country
2.16.840.1.113883.1.11.20239,http://terminology.hl7.org/ValueSet/v3-ActClassRegistration
2.16.840.1.113883.1.11.20081,http://terminology.hl7.org/ValueSet/v3-ParticipationExposureagent
2.16.840.1.113883.4.3.36,urn:oid:2.16.840.1.113883.4.3.36
2.16.840.1.113883.18.171,http://terminology.hl7.org/CodeSystem/v2-0278
2.16.840.1.113883.1.11.20136,http://terminology.hl7.org/ValueSet/v3-RoleClassGuarantor
2.16.840.1.113883.4.330.780,http://hl7.org/fhir/sid/passport-TTO
2.16.840.1.113883.21.453,http://terminology.hl7.org/ValueSet/v2-0930
2.16.840.1.113883.1.11.20494,http://terminology.hl7.org/ValueSet/v3-ActRelationshipContainsTimeOf
2.16.840.1.113883.1.11.17224,http://terminology.hl7.org/ValueSet/v3-IntravenousRoute
2.16.840.1.113883.21.17,http://terminology.hl7.org/ValueSet/v2-0033
2.16.840.1.113883.4.330.894,http://hl7.org/fhir/sid/passport-ZMB
2.16.840.1.113883.5.133,http://terminology.hl7.org/CodeSystem/v3-TableCellVerticalAlign
2.16.840.1.113883.1.11.17289,http://terminology.hl7.org/ValueSet/v3-ParenteralRoute
2.16.840.1.113883.1.11.17325,http://terminology.hl7.org/ValueSet/v3-SinusUnspecifiedRoute
2.16.840.1.113883.1.11.14696,http://terminology.hl7.org/ValueSet/v3-Instillation
2.16.840.1.113883.4.330.334,http://hl7.org/fhir/sid/passport-HMD
2.16.840.1.113883.1.11.10903,http://terminology.hl7.org/ValueSet/v3-CVDiagTherPracticeSetting
2.16.840.1.113883.1.11.20436,http://terminology.hl7.org/ValueSet/v3-ActRelationshipImmunizationAgainst
2.16.840.1.113883.1.11.19696,http://terminology.hl7.org/ValueSet/v3-AllergyTestValue
2.16.840.1.113883.1.11.20204,http://terminology.hl7.org/ValueSet/v3-ActClassCluster
2.16.840.1.113883.1.11.20268,http://terminology.hl7.org/ValueSet/v3-ActMoodEventCriterion
2.16.840.1.113883.5.1103,http://terminology.hl7.org/CodeSystem/v3-hc-aic
2.16.840.1.113883.4.642.1.1069,http://terminology.hl7.org/CodeSystem/dose-rate-type
2.16.840.1.113883.18.443,http://terminology.hl7.org/CodeSystem/v2-0940
2.16.840.1.113883.21.125,http://terminology.hl7.org/ValueSet/v2-0208
2.16.840.1.113883.1.11.20072,http://terminology.hl7.org/ValueSet/v3-ParticipationConsumable
2.16.840.1.113883.1.11.10943,http://terminology.hl7.org/ValueSet/v3-NephClinPracticeSetting
2.16.840.1.113883.1.11.15180,http://terminology.hl7.org/ValueSet/v3-RaceAmericanIndianMiami
2.16.840.1.113883.18.436,http://terminology.hl7.org/CodeSystem/v2-4000
2.16.840.1.113883.4.642.3.731,http://terminology.hl7.org/ValueSet/contract-subtype
2.16.840.1.113883.1.11.20328,http://terminology.hl7.org/ValueSet/v3-ObservationInterpretationDetected
2.16.840.1.113883.6.138.4,http://terminology.hl7.org/CodeSystem/icpc-FIN
2.16.840.1.113883.18.43,http://terminology.hl7.org/CodeSystem/v2-0106
2.16.840.1.113883.1.11.18636,http://terminology.hl7.org/ValueSet/v3-Taracahitan
2.16.840.1.113883.1.11.11622,http://terminology.hl7.org/ValueSet/v3-EntityClassContainer
2.16.840.1.113883.18.360,http://terminology.hl7.org/CodeSystem/v2-0556
2.16.840.1.113883.6.85,http://terminology.hl7.org/CodeSystem/naics
2.16.840.1.113883.1.11.20461,http://terminology.hl7.org/ValueSet/v3-SecurityIntegrityObservationType
2.16.840.1.113883.1.11.19811,http://terminology.hl7.org/ValueSet/v3-ProgramEligibleCoveredPartyRoleType
2.16.840.1.113883.21.291,http://terminology.hl7.org/ValueSet/v2-0434
2.16.840.1.113883.1.11.20008,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasRisk
2.16.840.1.113883.1.11.19895,http://terminology.hl7.org/ValueSet/v3-ActInformationAccess
2.16.840.1.113883.1.11.19368,http://terminology.hl7.org/ValueSet/v3-xDocumentSubject
2.16.840.1.113883.4.642.3.1410,http://terminology.hl7.org/ValueSet/statistic-type
2.16.840.1.113883.1.11.20022,http://terminology.hl7.org/ValueSet/v3-ActStatusAborted
2.16.840.1.113883.1.11.20371,http://terminology.hl7.org/ValueSet/v3-CitizenRoleType
2.16.840.1.113883.4.642.1.1268,http://terminology.hl7.org/CodeSystem/recommendation-strength
2.16.840.1.113883.1.11.20053,http://terminology.hl7.org/ValueSet/v3-EntityDeterminerDescribedQuantified
2.16.840.1.113883.1.11.20395,http://terminology.hl7.org/ValueSet/v3-ParticipationAnalyte
2.16.840.1.113883.4.330.64,http://hl7.org/fhir/sid/passport-BTN
2.16.840.1.113883.21.388,http://terminology.hl7.org/ValueSet/v2-0571
2.16.840.1.113883.1.11.20027,http://terminology.hl7.org/ValueSet/v3-ActStatusNew
2.16.840.1.113883.21.53,http://terminology.hl7.org/ValueSet/v2-0121
2.16.840.1.113883.1.11.19999,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasOption
2.16.840.1.113883.1.11.19005,http://terminology.hl7.org/ValueSet/v3-xActRelationshipPatientTransport
2.16.840.1.113883.1.11.19366,http://terminology.hl7.org/ValueSet/v3-xInformationRecipient
2.16.840.1.113883.5.61,http://terminology.hl7.org/CodeSystem/v3-LanguageAbilityProficiency
2.16.840.1.113883.6.271,http://terminology.hl7.org/CodeSystem/NHSNProcedureCategory
2.16.840.1.113883.1.11.20480,http://terminology.hl7.org/ValueSet/v3-SecurityIntegrityStatusObservation
2.16.840.1.113883.6.139.2,http://terminology.hl7.org/CodeSystem/icpc2E-DUT
2.16.840.1.113883.18.352,http://terminology.hl7.org/CodeSystem/v2-0540
2.16.840.1.113883.1.11.14617,http://terminology.hl7.org/ValueSet/v3-NasalInhalation
2.16.840.1.113883.4.642.3.996,http://terminology.hl7.org/ValueSet/guide-parameter-code
2.16.840.1.113883.6.8,http://unitsofmeasure.org
2.16.840.1.113883.1.11.18174,http://terminology.hl7.org/ValueSet/v3-Abenakian
2.16.840.1.113883.4.642.1.1181,http://terminology.hl7.org/CodeSystem/ex-paymenttype
2.16.840.1.113883.4.330.417,http://hl7.org/fhir/sid/passport-KGZ
2.16.840.1.113883.4.3.16,urn:oid:2.16.840.1.113883.4.3.16
2.16.840.1.113883.1.11.20265,http://terminology.hl7.org/ValueSet/v3-ActMoodAppointmentRequest
2.16.840.1.113883.4.642.3.753,http://terminology.hl7.org/ValueSet/consent-action
2.16.840.1.113883.6.33,http://terminology.hl7.org/CodeSystem/ENZC
2.16.840.1.113883.4.642.1.1138,http://terminology.hl7.org/CodeSystem/substance-category
2.16.840.1.113883.6.54,http://terminology.hl7.org/CodeSystem/UC
2.16.840.1.113883.1.11.20557,http://terminology.hl7.org/ValueSet/v3-SnodentDentalToothFurcationSiteInternational
2.16.840.1.113883.1.11.20459,http://terminology.hl7.org/ValueSet/v3-SecurityCategoryObservationType
2.16.840.1.113883.1.11.19322,http://terminology.hl7.org/ValueSet/v3-ECGObservationSeriesType
