"code","name"
"2566422","0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Prefilled Syringe [Vaxneuvance]"
"2566439","{24 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Capsule) / 4 (ferrous fumarate 75 MG Oral Capsule) } Pack [Taysofy 28 Day]"
"2566607","levothyroxine sodium 0.0625 MG/ML"
"2566608","levothyroxine sodium 0.0625 MG/ML Oral Solution"
"2566609","levothyroxine sodium 0.0625 MG/ML [Tirosint]"
"2566610","levothyroxine sodium 0.0625 MG/ML Oral Solution [Tirosint]"
"2566612","levothyroxine sodium 0.0375 MG/ML"
"2566613","levothyroxine sodium 0.0375 MG/ML Oral Solution"
"2566614","levothyroxine sodium 0.0375 MG/ML [Tirosint]"
"2566615","levothyroxine sodium 0.0375 MG/ML Oral Solution [Tirosint]"
"2566616","levothyroxine sodium 0.044 MG/ML"
"2566617","levothyroxine sodium 0.044 MG/ML Oral Solution"
"2566618","levothyroxine sodium 0.044 MG/ML [Tirosint]"
"2566619","levothyroxine sodium 0.044 MG/ML Oral Solution [Tirosint]"
"2566620","solvent yellow 18"
"2566787","menthol 0.035 MG/MG Medicated Patch"
"2566790","benzalkonium / chlorhexidine"
"2566800","benzalkonium / chloroxylenol"
"2566801","benzalkonium / chloroxylenol Topical Product"
"2566802","benzalkonium / chloroxylenol Topical Ointment"
"2566803","benzalkonium chloride 0.0013 MG/MG / chloroxylenol 0.0025 MG/MG Topical Ointment"
"2566804","benzalkonium / chloroxylenol Topical Spray"
"2566805","benzalkonium chloride 1.3 MG/ML / chloroxylenol 2.5 MG/ML Topical Spray"
"2566806","alpha tocopherol 10 MG"
"2566807","alpha tocopherol / cholecalciferol"
"2566808","alpha tocopherol / cholecalciferol Oral Product"
"2566809","alpha tocopherol / cholecalciferol Pill"
"2566810","alpha tocopherol / cholecalciferol Oral Capsule"
"2566811","alpha tocopherol 10 MG / cholecalciferol 1.25 MG Oral Capsule"
"2566812","dextromethorphan / doxylamine / phenylephrine Oral Liquid Product"
"2566813","dextromethorphan / doxylamine / phenylephrine Oral Solution"
"2566814","dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution"
"2566815","guaifenesin 6.667 MG/ML"
"2566816","dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 6.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution"
"2566818","hexylresorcinol 2 MG"
"2566819","dextromethorphan / hexylresorcinol"
"2566820","dextromethorphan / hexylresorcinol Oral Product"
"2566821","dextromethorphan / hexylresorcinol Lozenge Product"
"2566822","dextromethorphan / hexylresorcinol Oral Lozenge"
"2566823","dextromethorphan hydrobromide 5 MG / hexylresorcinol 2 MG Oral Lozenge"
"2566825","iodine / sodium chloride"
"2566830","allantoin / benzethonium / lidocaine"
"2566831","allantoin / benzethonium / lidocaine Oral Product"
"2566832","allantoin / benzethonium / lidocaine Oral Gel Product"
"2566833","allantoin / benzethonium / lidocaine Oral Gel"
"2566834","allantoin 0.02 MG/MG / benzethonium chloride 0.002 MG/MG / lidocaine hydrochloride 0.04 MG/MG Oral Gel"
"2566835","menthol 0.056 MG/MG"
"2566836","menthol 0.056 MG/MG Medicated Patch"
"2566838","methyl salicylate 0.01 MG/MG Medicated Patch"
"2566839","chloroxylenol / miconazole / salicylic acid"
"2566840","chloroxylenol / miconazole / salicylic acid Shampoo Product"
"2566841","chloroxylenol / miconazole / salicylic acid Medicated Shampoo"
"2566842","chloroxylenol 10 MG/ML / miconazole nitrate 20 MG/ML / salicylic acid 20 MG/ML Medicated Shampoo"
"2566843","dextrose monohydrate 50 MG/ML"
"2566844","1000 ML dextrose monohydrate 50 MG/ML / potassium chloride 0.01 MEQ/ML Injection"
"2566846","benazepril hydrochloride 2.5 MG"
"2566847","spironolactone 20 MG"
"2566848","benazepril / spironolactone"
"2566849","benazepril / spironolactone Oral Product"
"2566850","benazepril / spironolactone Pill"
"2566851","benazepril / spironolactone Chewable Product"
"2566852","benazepril / spironolactone Chewable Tablet"
"2566853","benazepril hydrochloride 2.5 MG / spironolactone 20 MG Chewable Tablet"
"2566854","Cardalis"
"2566855","benazepril hydrochloride 2.5 MG [Cardalis]"
"2566856","Cardalis Oral Product"
"2566857","Cardalis Pill"
"2566858","Cardalis Chewable Product"
"2566859","benazepril / spironolactone Chewable Tablet [Cardalis]"
"2566860","benazepril hydrochloride 2.5 MG / spironolactone 20 MG Chewable Tablet [Cardalis]"
"2566861","spironolactone 40 MG"
"2566862","benazepril hydrochloride 5 MG / spironolactone 40 MG Chewable Tablet"
"2566863","benazepril hydrochloride 5 MG [Cardalis]"
"2566864","benazepril hydrochloride 5 MG / spironolactone 40 MG Chewable Tablet [Cardalis]"
"2566865","spironolactone 80 MG"
"2566866","benazepril hydrochloride 10 MG / spironolactone 80 MG Chewable Tablet"
"2566867","benazepril hydrochloride 10 MG [Cardalis]"
"2566868","benazepril hydrochloride 10 MG / spironolactone 80 MG Chewable Tablet [Cardalis]"
"2566869","ketoprofen 120 MG/ML"
"2566870","ketoprofen / tulathromycin"
"2566871","ketoprofen / tulathromycin Injectable Product"
"2566872","ketoprofen / tulathromycin Injectable Solution"
"2566873","ketoprofen 120 MG/ML / tulathromycin 100 MG/ML Injectable Solution"
"2566874","Draxxin KP"
"2566875","ketoprofen 120 MG/ML / tulathromycin 100 MG/ML [Draxxin KP]"
"2566876","Draxxin KP Injectable Product"
"2566877","ketoprofen / tulathromycin Injectable Solution [Draxxin KP]"
"2566878","ketoprofen 120 MG/ML / tulathromycin 100 MG/ML Injectable Solution [Draxxin KP]"
"2566879","camphor 160 MG"
"2566880","Capsicum extract 32 MG"
"2566881","levomenthol 48 MG"
"2566882","camphor 160 MG / Capsicum extract 32 MG / levomenthol 48 MG Medicated Patch"
"2567","citrulline"
"2567015","dodecylphosphocholine"
"2567226","belzutifan"
"2567227","belzutifan 40 MG"
"2567228","belzutifan Oral Product"
"2567229","belzutifan Pill"
"2567230","belzutifan Oral Tablet"
"2567231","belzutifan 40 MG Oral Tablet"
"2567232","Welireg"
"2567233","belzutifan 40 MG [Welireg]"
"2567234","Welireg Oral Product"
"2567235","Welireg Pill"
"2567236","belzutifan Oral Tablet [Welireg]"
"2567237","belzutifan 40 MG Oral Tablet [Welireg]"
"2567326","Desrx"
"2567327","desonide 0.0005 MG/MG [Desrx]"
"2567328","Desrx Topical Product"
"2567329","desonide Topical Gel [Desrx]"
"2567330","desonide 0.0005 MG/MG Topical Gel [Desrx]"
"2567331","mordant yellow 10"
"2567332","Tetragonia tetragonoides whole extract"
"2567688","Rosa canina seed oil"
"2568104","Hibiscus sabdariffa whole extract"
"2568106","sesame oil unsaponifiables"
"2568110","camphor 96 MG"
"2568111","levomenthol 76.8 MG"
"2568112","methyl salicylate 57.6 MG"
"2568113","camphor 96 MG / levomenthol 76.8 MG / methyl salicylate 57.6 MG Medicated Patch"
"2568116","salicylic acid 0.018 MG/MG"
"2568117","salicylic acid 0.018 MG/MG Topical Gel"
"2568122","chlorhexidine gluconate 1.5 MG/ML"
"2568123","chlorhexidine gluconate 1.5 MG/ML Otic Solution"
"2568124","Otodine"
"2568125","chlorhexidine gluconate 1.5 MG/ML [Otodine]"
"2568126","Otodine Otic Product"
"2568127","chlorhexidine Otic Solution [Otodine]"
"2568128","chlorhexidine gluconate 1.5 MG/ML Otic Solution [Otodine]"
"2568566","copper sulfate 0.15 MG/ML"
"2568567","manganese sulfate 0.00822 MG/ML"
"2568568","selenious acid 0.0098 MG/ML"
"2568569","zinc sulfate 2.47 MG/ML"
"2568570","copper sulfate / manganese sulfate / selenious acid / zinc sulfate"
"2568571","copper sulfate / manganese sulfate / selenious acid / zinc sulfate Injectable Product"
"2568572","copper sulfate / manganese sulfate / selenious acid / zinc sulfate Injection"
"2568573","1 ML copper sulfate 0.15 MG/ML / manganese sulfate 0.00822 MG/ML / selenious acid 0.0098 MG/ML / zinc sulfate 2.47 MG/ML Injection"
"2568575","Multrys"
"2568576","copper sulfate 0.15 MG/ML / manganese sulfate 0.00822 MG/ML / selenious acid 0.0098 MG/ML / zinc sulfate 2.47 MG/ML [Multrys]"
"2568577","Multrys Injectable Product"
"2568578","copper sulfate / manganese sulfate / selenious acid / zinc sulfate Injection [Multrys]"
"2568579","1 ML copper sulfate 0.15 MG/ML / manganese sulfate 0.00822 MG/ML / selenious acid 0.0098 MG/ML / zinc sulfate 2.47 MG/ML Injection [Multrys]"
"2568661","5 ML cyclophosphamide 200 MG/ML Injection"
"2568663","2.5 ML cyclophosphamide 200 MG/ML Injection"
"2568668","chlorhexidine gluconate 0.0045 MG/MG"
"2568669","chlorhexidine gluconate 0.0045 MG/MG Topical Gel"
"25689","Gelusil"
"2569078","polyglyceryl-10 caprate"
"2569079","prolinal"
"2569080","12 ML nivolumab 10 MG/ML Injection"
"2569081","12 ML nivolumab 10 MG/ML Injection [Opdivo]"
"2569082","cholecalciferol 0.25 MG / folic acid 1 MG Oral Tablet"
"2569083","Folditam"
"2569084","cholecalciferol 0.25 MG / folic acid 1 MG [Folditam]"
"2569085","Folditam Oral Product"
"2569086","Folditam Pill"
"2569087","cholecalciferol / folic acid Oral Tablet [Folditam]"
"2569088","cholecalciferol 0.25 MG / folic acid 1 MG Oral Tablet [Folditam]"
"2569089","difelikefalin"
"2569090","difelikefalin acetate"
"2569091","difelikefalin 0.05 MG/ML"
"2569092","difelikefalin Injectable Product"
"2569093","difelikefalin Injection"
"2569094","1.3 ML difelikefalin 0.05 MG/ML Injection"
"2569096","Korsuva"
"2569097","difelikefalin 0.05 MG/ML [Korsuva]"
"2569098","Korsuva Injectable Product"
"2569099","difelikefalin Injection [Korsuva]"
"2569100","1.3 ML difelikefalin 0.05 MG/ML Injection [Korsuva]"
"2569279","hexylresorcinol 2 MG Oral Lozenge"
"2569280","hydroxychloroquine sulfate 100 MG"
"2569281","hydroxychloroquine sulfate 100 MG Oral Tablet"
"2569282","hydroxychloroquine sulfate 300 MG"
"2569283","hydroxychloroquine sulfate 300 MG Oral Tablet"
"2569465","deudextromethorphan hydrobromide"
"2569466","deudextromethorphan"
"2569468","sodium ricinoleate"
"2569470","n1,n1,n2,n2-tetramethyl-n1-octadecyl-n2-(3-(trihydroxysilyl)propyl)ethane-1,2-diaminium dichloride"
"2569471","n1-hexadecyl-n1,n1,n2,n2-tetramethyl-n2-(3-(trihydroxysilyl)propyl)ethane-1,2-diaminium dichloride"
"2569476","Sajazir"
"2569477","icatibant 10 MG/ML [Sajazir]"
"2569478","Sajazir Injectable Product"
"2569479","icatibant Prefilled Syringe [Sajazir]"
"2569480","3 ML icatibant 10 MG/ML Prefilled Syringe [Sajazir]"
"2569483","Trametes versicolor strain CM-101 extract"
"2569484","guaifenesin.beta.-isomer"
"2569561","2,4-D diethylethanolamine"
"2569562","lonapegsomatropin"
"2569564","24 HR lorazepam 1 MG Extended Release Oral Capsule"
"2569566","Loreev"
"2569567","lorazepam 1 MG [Loreev]"
"2569568","Loreev Oral Product"
"2569569","Loreev Pill"
"2569570","lorazepam Extended Release Oral Capsule [Loreev]"
"2569571","24 HR lorazepam 1 MG Extended Release Oral Capsule [Loreev]"
"2569573","24 HR lorazepam 2 MG Extended Release Oral Capsule"
"2569574","lorazepam 2 MG [Loreev]"
"2569575","24 HR lorazepam 2 MG Extended Release Oral Capsule [Loreev]"
"2569577","24 HR lorazepam 3 MG Extended Release Oral Capsule"
"2569579","lorazepam 3 MG [Loreev]"
"2569580","24 HR lorazepam 3 MG Extended Release Oral Capsule [Loreev]"
"2569592","lonapegsomatropin-tcgd"
"2569594","lonapegsomatropin Injectable Product"
"2569595","lonapegsomatropin Cartridge"
"2569597","Skytrofa"
"2569599","Skytrofa Injectable Product"
"25696","genistein"
"2569600","lonapegsomatropin Cartridge [Skytrofa]"
"2569602","lonapegsomatropin-tcgd 11 MG"
"2569603","lonapegsomatropin-tcgd 11 MG Cartridge"
"2569604","lonapegsomatropin-tcgd 11 MG [Skytrofa]"
"2569605","lonapegsomatropin-tcgd 11 MG Cartridge [Skytrofa]"
"2569606","lonapegsomatropin-tcgd 13.3 MG"
"2569607","lonapegsomatropin-tcgd 13.3 MG Cartridge"
"2569608","lonapegsomatropin-tcgd 13.3 MG [Skytrofa]"
"2569609","lonapegsomatropin-tcgd 13.3 MG Cartridge [Skytrofa]"
"2569610","lonapegsomatropin-tcgd 3 MG"
"2569611","lonapegsomatropin-tcgd 3 MG Cartridge"
"2569612","lonapegsomatropin-tcgd 3 MG [Skytrofa]"
"2569613","lonapegsomatropin-tcgd 3 MG Cartridge [Skytrofa]"
"2569614","lonapegsomatropin-tcgd 3.6 MG"
"2569615","lonapegsomatropin-tcgd 3.6 MG Cartridge"
"2569616","lonapegsomatropin-tcgd 3.6 MG [Skytrofa]"
"2569617","lonapegsomatropin-tcgd 3.6 MG Cartridge [Skytrofa]"
"2569618","lonapegsomatropin-tcgd 4.3 MG"
"2569619","lonapegsomatropin-tcgd 4.3 MG Cartridge"
"2569620","lonapegsomatropin-tcgd 4.3 MG [Skytrofa]"
"2569621","lonapegsomatropin-tcgd 4.3 MG Cartridge [Skytrofa]"
"2569622","lonapegsomatropin-tcgd 5.2 MG"
"2569623","lonapegsomatropin-tcgd 5.2 MG Cartridge"
"2569624","lonapegsomatropin-tcgd 5.2 MG [Skytrofa]"
"2569625","lonapegsomatropin-tcgd 5.2 MG Cartridge [Skytrofa]"
"2569626","lonapegsomatropin-tcgd 6.3 MG"
"2569627","lonapegsomatropin-tcgd 6.3 MG Cartridge"
"2569628","lonapegsomatropin-tcgd 6.3 MG [Skytrofa]"
"2569629","lonapegsomatropin-tcgd 6.3 MG Cartridge [Skytrofa]"
"2569630","lonapegsomatropin-tcgd 7.6 MG"
"2569631","lonapegsomatropin-tcgd 7.6 MG Cartridge"
"2569632","lonapegsomatropin-tcgd 7.6 MG [Skytrofa]"
"2569633","lonapegsomatropin-tcgd 7.6 MG Cartridge [Skytrofa]"
"2569634","lonapegsomatropin-tcgd 9.1 MG"
"2569635","lonapegsomatropin-tcgd 9.1 MG Cartridge"
"2569636","lonapegsomatropin-tcgd 9.1 MG [Skytrofa]"
"2569637","lonapegsomatropin-tcgd 9.1 MG Cartridge [Skytrofa]"
"2569835","dihydroergotamine mesylate 0.725 MG/ACTUAT"
"2569836","dihydroergotamine mesylate 0.725 MG/ACTUAT Metered Dose Nasal Spray"
"2569837","Trudhesa"
"2569838","dihydroergotamine mesylate 0.725 MG/ACTUAT [Trudhesa]"
"2569839","Trudhesa Inhalant Product"
"2569840","Trudhesa Nasal Product"
"2569841","dihydroergotamine Metered Dose Nasal Spray [Trudhesa]"
"2569842","dihydroergotamine mesylate 0.725 MG/ACTUAT Metered Dose Nasal Spray [Trudhesa]"
"2569961","menthol 9 MG Oral Lozenge"
"2569963","lidocaine / tetracaine / witch hazel"
"2569975",".beta.-D-glucouronic acid"
"2569976","Achyranthes bidentata whole extract"
"2569977","atorvastatin calcium anhydrous"
"2569978","dendropanax dentiger root with stem extract"
"2569979","valencene"
"2570160","Mallotus japonicus bark extract"
"2570280","Dendrobium moniliforme whole extract"
"2570281","Prunus persica twig extract"
"2570387","samidorphan L-malate"
"2570388","samidorphan 10 MG"
"2570389","olanzapine / samidorphan Oral Product"
"2570390","olanzapine / samidorphan Pill"
"2570391","olanzapine / samidorphan Oral Tablet"
"2570392","olanzapine 5 MG / samidorphan 10 MG Oral Tablet"
"2570393","Lybalvi"
"2570394","olanzapine 5 MG / samidorphan 10 MG [Lybalvi]"
"2570395","Lybalvi Oral Product"
"2570396","Lybalvi Pill"
"2570397","olanzapine / samidorphan Oral Tablet [Lybalvi]"
"2570398","olanzapine 5 MG / samidorphan 10 MG Oral Tablet [Lybalvi]"
"2570399","olanzapine 10 MG / samidorphan 10 MG Oral Tablet"
"2570400","olanzapine 10 MG / samidorphan 10 MG [Lybalvi]"
"2570401","olanzapine 10 MG / samidorphan 10 MG Oral Tablet [Lybalvi]"
"2570402","olanzapine 15 MG / samidorphan 10 MG Oral Tablet"
"2570403","olanzapine 15 MG / samidorphan 10 MG [Lybalvi]"
"2570404","olanzapine 15 MG / samidorphan 10 MG Oral Tablet [Lybalvi]"
"2570405","olanzapine 20 MG / samidorphan 10 MG Oral Tablet"
"2570406","olanzapine 20 MG / samidorphan 10 MG [Lybalvi]"
"2570407","olanzapine 20 MG / samidorphan 10 MG Oral Tablet [Lybalvi]"
"2570413","Bacillus coagulans 2500000000 UNT"
"2570414","Bacillus coagulans 2500000000 UNT Chewable Tablet"
"2570415","methylsulfonylmethane 333.33 MG"
"2570416","glucosamine sulfate 500 MG / methylsulfonylmethane 333.33 MG Oral Capsule"
"2570417","chondroitin sulfates 400 MG / glucosamine sulfate 500 MG / methylsulfonylmethane 333.33 MG Oral Tablet"
"2570418","3.5 ML paliperidone palmitate 312 MG/ML Prefilled Syringe"
"2570419","3.5 ML paliperidone palmitate 312 MG/ML Prefilled Syringe [Invega]"
"2570420","5 ML paliperidone palmitate 312 MG/ML Prefilled Syringe"
"2570421","5 ML paliperidone palmitate 312 MG/ML Prefilled Syringe [Invega]"
"2570477","Curculigo orchioides whole extract"
"2570479","cholecalciferol / vitamin K2 Oral Capsule"
"2570480","cholecalciferol 1.25 MG / vitamin K2 0.2 MG Oral Capsule"
"2570563","1-(2,3,8,8-tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone, trans-(+/-)-"
"2570564","PEG-40 sorbitan peroleate"
"2570729","Cirsium japonicum extract"
"2570730","Crataegus pinnatifida whole extract"
"2570731","Artemisia capillaris whole extract"
"2570732","quaternium-90"
"2570733","Rubus coreanus whole extract"
"2570734","sodium ferrocyanide decahydrate"
"2570735","Ziziphus jujuba var. inermis whole extract"
"2570736","mobocertinib"
"2570737","mobocertinib succinate"
"2570738","mobocertinib 40 MG"
"2570739","mobocertinib Oral Product"
"2570740","mobocertinib Pill"
"2570741","mobocertinib Oral Capsule"
"2570742","mobocertinib 40 MG Oral Capsule"
"2570743","Exkivity"
"2570744","mobocertinib 40 MG [Exkivity]"
"2570745","Exkivity Oral Product"
"2570746","Exkivity Pill"
"2570747","mobocertinib Oral Capsule [Exkivity]"
"2570748","mobocertinib 40 MG Oral Capsule [Exkivity]"
"2570749","ruxolitinib 15 MG/ML"
"2570750","ruxolitinib Topical Product"
"2570751","ruxolitinib Topical Cream"
"2570752","ruxolitinib 15 MG/ML Topical Cream"
"2570753","Opzelura"
"2570754","ruxolitinib 15 MG/ML [Opzelura]"
"2570755","Opzelura Topical Product"
"2570756","ruxolitinib Topical Cream [Opzelura]"
"2570757","ruxolitinib 15 MG/ML Topical Cream [Opzelura]"
"2570860","povidone 5 MG/ML Ophthalmic Solution"
"2571072","Symphyotrichum oblongifolium whole extract"
"2571073","maralixibat chloride"
"2571074","maralixibat"
"2571075","maralixibat 9.5 MG/ML"
"2571076","maralixibat Oral Product"
"2571077","maralixibat Oral Liquid Product"
"2571078","maralixibat Oral Solution"
"2571079","maralixibat 9.5 MG/ML Oral Solution"
"2571080","Livmarli"
"2571081","maralixibat 9.5 MG/ML [Livmarli]"
"2571082","Livmarli Oral Product"
"2571083","Livmarli Oral Liquid Product"
"2571084","maralixibat Oral Solution [Livmarli]"
"2571085","maralixibat 9.5 MG/ML Oral Solution [Livmarli]"
"2571086","sodium bicarbonate 1976 MG"
"2571087","citric acid 1000 MG / sodium bicarbonate 1976 MG Effervescent Oral Tablet"
"2571090","Fraxinus latifolia whole extract"
"2571093","tisotumab vedotin-tftv"
"2571094","tisotumab vedotin"
"2571095","tisotumab"
"2571096","tisotumab vedotin-tftv 40 MG"
"2571097","tisotumab Injectable Product"
"2571098","tisotumab Injection"
"2571099","tisotumab vedotin-tftv 40 MG Injection"
"2571100","Tivdak"
"2571101","tisotumab vedotin-tftv 40 MG [Tivdak]"
"2571102","Tivdak Injectable Product"
"2571103","tisotumab Injection [Tivdak]"
"2571104","tisotumab vedotin-tftv 40 MG Injection [Tivdak]"
"2571350","ethanol 0.71 ML/ML Medicated Pad"
"2571661","menthyl ethylamido oxalate"
"2571664","sulfacetamide sodium 98 MG/ML Medicated Shampoo"
"2571679","atoltivimab-ebgn 33.3 MG/ML"
"2571680","maftivimab-ebgn 33.3 MG/ML"
"2571681","odesivimab-ebgn 33.3 MG/ML"
"2571682","14.5 ML atoltivimab-ebgn 33.3 MG/ML / maftivimab-ebgn 33.3 MG/ML / odesivimab-ebgn 33.3 MG/ML Injection"
"2571684","atoltivimab-ebgn 33.3 MG/ML / maftivimab-ebgn 33.3 MG/ML / odesivimab-ebgn 33.3 MG/ML [Inmazeb]"
"2571685","14.5 ML atoltivimab-ebgn 33.3 MG/ML / maftivimab-ebgn 33.3 MG/ML / odesivimab-ebgn 33.3 MG/ML Injection [Inmazeb]"
"2571801","somapacitan-beco 3.3 MG/ML"
"2571802","1.5 ML somapacitan-beco 3.3 MG/ML Pen Injector"
"2571804","somapacitan-beco 3.3 MG/ML [Sogroya]"
"2571805","1.5 ML somapacitan-beco 3.3 MG/ML Pen Injector [Sogroya]"
"2571811","p-nitrobiphenyl"
"2571812","Prunus mume flower oil"
"2571813","atogepant"
"2571832","atogepant 10 MG"
"2571833","atogepant Oral Product"
"2571834","atogepant Pill"
"2571835","atogepant Oral Tablet"
"2571836","atogepant 10 MG Oral Tablet"
"2571837","Qulipta"
"2571838","atogepant 10 MG [Qulipta]"
"2571839","Qulipta Oral Product"
"2571840","Qulipta Pill"
"2571841","atogepant Oral Tablet [Qulipta]"
"2571842","atogepant 10 MG Oral Tablet [Qulipta]"
"2571843","atogepant 30 MG"
"2571844","atogepant 30 MG Oral Tablet"
"2571845","atogepant 30 MG [Qulipta]"
"2571846","atogepant 30 MG Oral Tablet [Qulipta]"
"2571847","atogepant 60 MG"
"2571848","atogepant 60 MG Oral Tablet"
"2571849","atogepant 60 MG [Qulipta]"
"2571850","atogepant 60 MG Oral Tablet [Qulipta]"
"2571852","fluorodopa"
"2571853","fluorodopa F-18"
"2571854","ioflupane"
"2571855","californium"
"2571856","technetium"
"2571857","florbetaben"
"2571858","flortaucipir"
"2571859","fluciclovine"
"2571860","2-phenyldodecane-p-sulfonate"
"2571989","potassium lactate, DL-"
"2571991","dihydroeugenol"
"2571992","Capaction"
"2571993","nitenpyram 11.4 MG [Capaction]"
"2571994","Capaction Oral Product"
"2571995","Capaction Pill"
"2571996","nitenpyram Oral Tablet [Capaction]"
"2571997","nitenpyram 11.4 MG Oral Tablet [Capaction]"
"2571998","nitenpyram 57 MG [Capaction]"
"2571999","nitenpyram 57 MG Oral Tablet [Capaction]"
"2572001","brexucabtagene autoleucel 1471000 CELLS/ML"
"2572002","68 ML brexucabtagene autoleucel 1471000 CELLS/ML Injection"
"2572004","brexucabtagene autoleucel 1471000 CELLS/ML [Tecartus]"
"2572005","68 ML brexucabtagene autoleucel 1471000 CELLS/ML Injection [Tecartus]"
"2572014","lidocaine hydrochloride 0.04 MG/MG / menthol 0.04 MG/MG Medicated Patch"
"2572100","avacopan"
"2572101","avacopan 10 MG"
"2572102","avacopan Oral Product"
"2572103","avacopan Pill"
"2572104","avacopan Oral Capsule"
"2572105","avacopan 10 MG Oral Capsule"
"2572106","Tavneos"
"2572107","avacopan 10 MG [Tavneos]"
"2572108","Tavneos Oral Product"
"2572109","Tavneos Pill"
"2572110","avacopan Oral Capsule [Tavneos]"
"2572111","avacopan 10 MG Oral Capsule [Tavneos]"
"2572112",".alpha.-ionene"
"2572113","octenylsuccinic anhydride"
"2572114","benzalkonium chloride 1.3 MG/ML / benzocaine 50 MG/ML Topical Solution"
"2572128","thrombin, human 1200 UNT/ML"
"2572130","thrombin, human 1200 UNT/ML [Evithrom]"
"2572132","thrombin, bovine 2000 UNT/ML"
"2572134","thrombin, bovine 2000 UNT/ML [Thrombin-JMI]"
"2572142","fibrinogen, human 888 MG"
"2572143","thrombin, human 3870 UNT"
"2572145","fibrinogen, human 888 MG / thrombin, human 3870 UNT [EVARREST]"
"2572147","fibrinogen, human 85 MG/ML"
"2572149","fibrinogen, human 85 MG/ML / thrombin, human 1200 UNT/ML [Evicel]"
"2572151","fibrinogen, human 444 MG"
"2572152","thrombin, human 1935 UNT"
"2572154","fibrinogen, human 444 MG / thrombin, human 1935 UNT [EVARREST]"
"2572156","fibrinogen, human 337 MG"
"2572157","thrombin, human 123 UNT"
"2572159","fibrinogen, human 337 MG / thrombin, human 123 UNT [TachoSil]"
"2572161","fibrinogen, human 171 MG"
"2572162","thrombin, human 62.2 UNT"
"2572164","fibrinogen, human 171 MG / thrombin, human 62.2 UNT [TachoSil]"
"2572171","fibrinogen, human 106 MG/ML"
"2572172","thrombin, human 625 UNT/ML"
"2572174","fibrinogen, human 106 MG/ML / thrombin, human 625 UNT/ML [Tisseel]"
"2572176","thrombin, human 6.5 UNT/ML"
"2572178","fibrinogen, human 106 MG/ML / thrombin, human 6.5 UNT/ML [Artiss]"
"2572180","fibrinogen, human 1 MG"
"2572182","fibrinogen, human 1 MG [RiaSTAP]"
"2572184","fibrinogen, human 1 MG [Fibryga]"
"2572186","fibrinogen, human 0.079 MG/MG"
"2572187","thrombin, human 0.699 UNT/MG"
"2572189","fibrinogen, human 0.079 MG/MG / thrombin, human 0.699 UNT/MG [Raplixa]"
"2572191","fibrinogen, human 80 MG/ML"
"2572192","thrombin, human 500 UNT/ML"
"2572195","fibrinogen, human 80 MG/ML / thrombin, human 500 UNT/ML [Vistaseal]"
"2572283","menatetrenone 0.2 MG"
"2572284","cholecalciferol 1.25 MG / menatetrenone 0.2 MG Oral Capsule"
"2572292","0.4 ML cyclosporine 0.5 MG/ML Ophthalmic Suspension"
"2572293","0.4 ML cyclosporine 0.5 MG/ML Ophthalmic Suspension [Restasis]"
"2572361","varenicline 0.03 MG/ACTUAT"
"2572362","varenicline Inhalant Product"
"2572363","varenicline Nasal Product"
"2572364","varenicline Nasal Spray"
"2572365","varenicline 0.03 MG/ACTUAT Nasal Spray"
"2572366","Tyrvaya"
"2572367","varenicline 0.03 MG/ACTUAT [Tyrvaya]"
